no,ranking,bookname,authors,publisher,publication_year,isbn13,addition_symbol,class_no,class_nm,loan_count,sales_point,price,page_count,review_count,average_rating,최다연령대_여성,최다연령대_남성,성비_여성,20~30대_남성,20~30대_여성,분류,대출수준,단행/시리즈,중분류,소분류,data,키워드
70,70,늪 100층짜리 집,글·그림: 이와이 도시오 ;옮김: 김숙,북뱅크,2024,9788966351985,A74830,833.6,문학 > 일본문학 > 소설,2564.0,8697,13500,32.0,20.0,9.7,40.0,40.0,0.9,2.3000000000000003,28.6,그림책,상위권,단행본, 일본문학 , 소설,"늪 100층짜리 집,9788966351985","[""판타지"", ""모험"", ""성장"", ""탑""]"
71,70,미키7 :에드워드 애슈턴 SF 장편소설,지은이: 에드워드 애슈턴 ;옮긴이: 배지혜,황금가지,2022,9791170521730,A03840,843.6,문학 > 영미문학 > 소설,2004.0,10494,15300,412.0,63.0,8.4,40.0,40.0,0.6,18.4,26.7,과학소설(SF),상위권,단행본, 영미문학 , 소설,"미키7 :에드워드 애슈턴 SF 장편소설,9791170521730","[""SF"", ""인간"", ""복제"", ""재생"", ""우주""]"
72,72,가재가 노래하는 곳 :델리아 오언스 장편소설,지은이: 델리아 오언스 ;옮긴이: 김선형,살림출판사,2019,9788952240569,A03840,843.6,문학 > 영미문학 > 소설,1981.0,21556,14400,464.0,164.0,9.3,40.0,40.0,0.8,7.399999999999999,32.7,영미소설,상위권,단행본, 영미문학 , 소설,"가재가 노래하는 곳 :델리아 오언스 장편소설,9788952240569","[""미스터리"", ""자연"", ""성장"", ""사랑"", ""생존""]"
73,73,어른의 행복은 조용하다,글: 태수,페이지2북스,2024,9791169851053,A03810,818.0,문학 > 한국문학 > 르포르타주 및 기타,1978.0,108510,16020,288.0,27.0,9.0,40.0,40.0,0.8,8.3,26.9,한국에세이,상위권,단행본, 한국문학 , 르포르타주 및 기타,"어른의 행복은 조용하다,9791169851053","[""성장"", ""성찰"", ""일상"", ""치유"", ""관계""]"
74,74,아가미 :구병모 장편소설,지은이: 구병모,위즈덤하우스,2018,9791162203392,A03810,813.7,문학 > 한국문학 > 소설,1386.0,24652,13320,220.0,54.0,8.6,20.0,20.0,0.8,8.5,50.1,한국소설,상위권,단행본, 한국문학 , 소설,"아가미 :구병모 장편소설,9791162203392","[""성장"", ""정체성"", ""기억"", ""관계"", ""치유""]"
75,75,"어서오세요, 휴남동 서점입니다 :황보름 장편소설",지은이: 황보름,클레이하우스,2022,9791197377143,A03810,813.7,문학 > 한국문학 > 소설,1959.0,25905,13500,364.0,60.0,8.8,40.0,40.0,0.7,9.4,19.9,한국소설,상위권,단행본, 한국문학 , 소설,"어서오세요, 휴남동 서점입니다 :황보름 장편소설,9791197377143","[""성장"", ""관계"", ""위로"", ""일상""]"
76,76,오싹오싹 팬티!,글: 에런 레이놀즈 ;옮김: 홍연미,토토북,2018,9788964963678,A77840,843.0,문학 > 영미문학 > 소설,1951.0,8959,15300,48.0,9.0,9.2,30.0,40.0,0.9,3.7,44.3,그림책,상위권,단행본, 영미문학 , 소설,"오싹오싹 팬티!,9788964963678","[""공포"", ""귀신"", ""팬티"", ""학교"", ""소동""]"
77,77,건전지 엄마 :강인숙·전승배 그림책,"지은이: 강인숙,전승배",창비,2023,9788936429010,A77810,813.7,문학 > 한국문학 > 소설,1939.0,7820,13500,48.0,65.0,9.8,40.0,40.0,0.9,4.1,35.800000000000004,그림책,상위권,단행본, 한국문학 , 소설,"건전지 엄마 :강인숙·전승배 그림책,9788936429010","[""엄마"", ""그림책"", ""강인숙"", ""전승배""]"
78,78,용의자 X의 헌신,히가시노 게이고 지음 ;양억관 옮김,재인,2017,9788990982704,A03830,833.6,문학 > 일본문학 > 소설,1935.0,35674,16920,448.0,64.0,9.0,20.0,20.0,0.6,24.9,31.700000000000003,추리/미스터리소설,상위권,단행본, 일본문학 , 소설,"용의자 X의 헌신,9788990982704","[""추리"", ""사랑"", ""희생"", ""비극""]"
79,79,비눗방울 퐁 :이유리 소설집,지은이: 이유리,민음사,2024,9788937428234,A03810,813.7,문학 > 한국문학 > 소설,1933.0,11965,13500,340.0,14.0,9.8,20.0,30.0,0.9,6.0,62.8,한국소설,상위권,단행본, 한국문학 , 소설,"비눗방울 퐁 :이유리 소설집,9788937428234","[""성장"", ""추억"", ""우정"", ""청춘"", ""가족""]"
80,79,달러구트 꿈 백화점 :이미예 장편소설,지은이: 이미예,팩토리나인,2021,9791165343729,A03810,813.7,문학 > 한국문학 > 소설,1933.0,37654,12420,308.0,68.0,9.2,40.0,40.0,0.8,10.4,34.9,판타지/환상문학,상위권,시리즈, 한국문학 , 소설,"달러구트 꿈 백화점 :이미예 장편소설,9791165343729","[""판타지"", ""꿈"", ""영업"", ""판매"", ""위로""]"
81,81,당근 할머니 :안녕달 그림책,지은이: 안녕달,창비,2024,9788936429232,A77810,813.7,문학 > 한국문학 > 소설,1923.0,7429,12600,40.0,35.0,10.0,40.0,40.0,0.9,3.1,33.0,그림책,상위권,단행본, 한국문학 , 소설,"당근 할머니 :안녕달 그림책,9788936429232","[""가족"", ""사랑"", ""성장"", ""할머니"", ""추억""]"
82,82,이 지랄맞음이 쌓여 축제가 되겠지 :조승리 에세이,글: 조승리,달 출판사,2024,9791158161767,A03810,818.0,문학 > 한국문학 > 르포르타주 및 기타,1917.0,31453,15120,240.0,65.0,9.8,40.0,40.0,0.9,3.8,26.4,한국에세이,상위권,단행본, 한국문학 , 르포르타주 및 기타,"이 지랄맞음이 쌓여 축제가 되겠지 :조승리 에세이,9791158161767","[""에세이"", ""지랄"", ""축제"", ""쌓이다"", ""감정""]"
83,83,파친코 :이민진 장편소설,지은이: 이민진 ;옮긴이: 신승미,인플루엔셜,2022,9791168340510,A04840,843.6,문학 > 영미문학 > 소설,1667.5,38542,14220,388.0,89.0,9.4,40.0,40.0,0.7,10.0,29.4,영미소설,상위권,시리즈, 영미문학 , 소설,"파친코 :이민진 장편소설,9791168340510","[""이민진"", ""역사"", ""가족"", ""이민"", ""정체성""]"
84,84,자기 앞의 生 :에밀 아자르 장편소설,지은이: 에밀 아자르 ;옮긴이: 용경식,문학동네,2015,9788982816635,A03860,863.0,문학 > 프랑스문학 > 소설,1900.0,52579,14400,372.0,266.0,9.2,30.0,40.0,0.8,8.6,44.8,프랑스소설,상위권,단행본, 프랑스문학 , 소설,"자기 앞의 生 :에밀 아자르 장편소설,9788982816635","[""성장"", ""자아"", ""삶"", ""탐색"", ""인생""]"
85,85,GV 빌런 고태경 :2020 한경신춘문예 당선작,지은이: 정대건,은행나무,2020,9791190492430,A03810,813.7,문학 > 한국문학 > 소설,1879.0,2494,12150,264.0,35.0,9.4,20.0,30.0,0.8,12.3,65.1,한국소설,상위권,단행본, 한국문학 , 소설,"GV 빌런 고태경 :2020 한경신춘문예 당선작,9791190492430","[""미스터리"", ""복수"", ""반전"", ""충격""]"
86,86,직장 상사 악령 퇴치부 :이사구 연작소설집,지은이: 이사구,황금가지,2024,9791170523550,A03810,813.7,문학 > 한국문학 > 소설,1862.0,2122,15300,336.0,29.0,9.3,30.0,30.0,0.9,6.0,60.7,호러.공포소설,상위권,단행본, 한국문학 , 소설,"직장 상사 악령 퇴치부 :이사구 연작소설집,9791170523550","[""오컬트"", ""퇴마"", ""악령"", ""미스터리"", ""공포""]"
87,87,7년의 밤 :정유정 장편소설,지은이: 정유정,은행나무,2011,9788956604992,A03810,813.7,문학 > 한국문학 > 소설,1858.0,43392,16650,524.0,356.0,8.8,30.0,40.0,0.8,12.1,46.9,한국소설,상위권,단행본, 한국문학 , 소설,"7년의 밤 :정유정 장편소설,9788956604992","[""스릴러"", ""복수"", ""가족"", ""인간""]"
88,88,맡겨진 소녀 :클레어 키건 소설,지은이: 클레어 키건 ;옮긴이: 허진,다산북스,2023,9791130698199,A03840,843.6,문학 > 영미문학 > 소설,1851.0,42251,11700,104.0,158.0,9.2,40.0,40.0,0.8,6.3,20.6,세계의 소설,상위권,단행본, 영미문학 , 소설,"맡겨진 소녀 :클레어 키건 소설,9791130698199","[""성장"", ""우정"", ""기억"", ""관계"", ""가족""]"
89,89,왜 나는 너를 사랑하는가,알랭 드 보통 [지음];정영목 옮김,청미래,2007,9788986836240,A03840,843.0,문학 > 영미문학 > 소설,1838.0,24219,10800,278.0,191.0,8.6,20.0,20.0,0.7,19.1,52.6,영미소설,상위권,단행본, 영미문학 , 소설,"왜 나는 너를 사랑하는가,9788986836240","[""로맨스"", ""사랑"", ""인간관계"", ""고뇌"", ""성찰""]"
90,90,피프티 피플 :정세랑 장편소설,지은이: 정세랑,창비,2016,9788936434243,A03810,813.7,문학 > 한국문학 > 소설,1271.5,15692,12600,396.0,88.0,9.0,20.0,30.0,0.9,6.7,62.7,한국소설,상위권,단행본, 한국문학 , 소설,"피프티 피플 :정세랑 장편소설,9788936434243","[""성장"", ""연대"", ""관계"", ""청춘"", ""서울""]"
91,91,방금 떠나온 세계 :김초엽 소설집,지은이: 김초엽,한겨레엔,2021,9791160406504,A03810,813.7,문학 > 한국문학 > 소설,1797.0,16695,13500,324.0,40.0,9.2,20.0,40.0,0.8,9.3,53.3,과학소설(SF),상위권,단행본, 한국문학 , 소설,"방금 떠나온 세계 :김초엽 소설집,9791160406504","[""SF"", ""이별"", ""성장"", ""관계"", ""감정""]"
92,92,달까지 가자 :장류진 장편소설,지은이: 장류진,창비,2021,9788936434496,A03810,813.7,문학 > 한국문학 > 소설,1787.0,7549,16200,364.0,68.0,7.9,30.0,30.0,0.8,10.6,50.3,한국소설,상위권,단행본, 한국문학 , 소설,"달까지 가자 :장류진 장편소설,9788936434496","[""성장"", ""이별"", ""극복"", ""관계"", ""가족""]"
93,93,숲속 100층짜리 집,글·그림: 이와이 도시오 ;옮김: 김숙,북뱅크,2021,9788966351411,A74830,833.6,문학 > 일본문학 > 소설,2361.0,10033,11700,32.0,19.0,9.9,40.0,40.0,0.9,3.4,37.3,그림책,상위권,단행본, 일본문학 , 소설,"숲속 100층짜리 집,9788966351411","[""판타지"", ""집"", ""모험"", ""자연""]"
94,94,H마트에서 울다,미셸 자우너 지음 ;정혜윤 옮김,문학동네,2022,9788954683371,A03840,848.0,문학 > 영미문학 > 르포르타주 및 기타,1782.0,14887,14400,408.0,51.0,8.8,40.0,40.0,0.8,6.300000000000001,31.7,외국에세이,상위권,단행본, 영미문학 , 르포르타주 및 기타,"H마트에서 울다,9788954683371","[""일상"", ""가족"", ""감정"", ""관계"", ""성장""]"
95,95,브람스를 좋아하세요,프랑수아즈 사강 [지음] ;김남주 옮김,민음사,2008,9788937461798,A04800,863.0,문학 > 프랑스문학 > 소설,2512.0,66274,9000,160.0,104.0,8.8,20.0,20.0,0.8,10.9,53.9,프랑스소설,상위권,시리즈, 프랑스문학 , 소설,"브람스를 좋아하세요,9788937461798","[""로맨스"", ""성장"", ""여름"", ""이별"", ""추억""]"
96,96,할머니의 여름휴가,안녕달,창비,2016,9788936454951,A77810,813.8,문학 > 한국문학 > 소설,1774.0,15261,14220,56.0,32.0,9.7,30.0,40.0,0.9,3.8,50.3,그림책,상위권,단행본, 한국문학 , 소설,"할머니의 여름휴가,9788936454951","[""성장"", ""가족"", ""모험"", ""추억"", ""여름""]"
97,97,랑과 나의 사막 :천선란 소설,지은이: 천선란,현대문학,2022,9791167901354,A04810,813.7,문학 > 한국문학 > 소설,2146.0,8391,13500,160.0,27.0,9.2,20.0,40.0,0.8,7.3,60.4,과학소설(SF),상위권,단행본, 한국문학 , 소설,"랑과 나의 사막 :천선란 소설,9791167901354","[""성장"", ""모험"", ""우정"", ""용기"", ""극복""]"
98,98,파친코 :이민진 장편소설,이민진 지음 ;이미정 옮김,문학사상,2018,9788970129815,A04840,843.6,문학 > 영미문학 > 소설,1554.5,21136,13050,368.0,37.0,8.9,40.0,40.0,0.7,6.0,29.9,영미소설,상위권,시리즈, 영미문학 , 소설,"파친코 :이민진 장편소설,9788970129815","[""이민진"", ""이민진"", ""가족"", ""역사"", ""정체성"", ""생존"", ""사랑"", ""희망""]"
99,99,바다 100층짜리 집,글·그림: 이와이 도시오 ;옮김: 김숙,북뱅크,2014,9788966350278,A74830,833.6,문학 > 일본문학 > 소설,2285.0,23742,9900,32.0,29.0,9.7,30.0,40.0,0.8,6.199999999999999,52.0,그림책,상위권,단행본, 일본문학 , 소설,"바다 100층짜리 집,9788966350278","[""판타지"", ""모험"", ""성장"", ""상상력""]"
100,100,오로라,지은이: 최진영,위즈덤하우스,2024,9791168127500,A04810,813.7,문학 > 한국문학 > 소설,1761.0,9087,11700,88.0,20.0,8.5,20.0,40.0,0.9,3.0,60.0,한국소설,상위권,단행본, 한국문학 , 소설,"오로라,9791168127500","[""판타지"", ""모험"", ""용"", ""마법""]"
101,101,어떤 물질의 사랑 :천선란 소설집,지은이: 천선란,아작,2020,9791165508340,A03810,813.7,문학 > 한국문학 > 소설,1743.0,7813,13320,336.0,18.0,8.7,20.0,20.0,0.9,5.7,68.9,과학소설(SF),상위권,단행본, 한국문학 , 소설,"어떤 물질의 사랑 :천선란 소설집,9791165508340","[""성장"", ""사랑"", ""관계"", ""성장통""]"
102,102,달리기를 말할 때 내가 하고 싶은 이야기 =What I talk about when I talk about running,무라카미 하루키 지음 ;임홍빈 옮김,문학사상,2009,9788970128337,A03830,834.0,문학 > 일본문학 > 수필,1738.0,72652,13050,280.0,137.0,9.1,30.0,30.0,0.6,19.7,36.4,외국에세이,상위권,단행본, 일본문학 , 수필,"달리기를 말할 때 내가 하고 싶은 이야기 =What I talk about when I talk about running,9788970128337","[""달리기"", ""감정"", ""기록"", ""일상"", ""성찰""]"
103,103,여행의 이유 :김영하 산문,지은이: 김영하,문학동네,2019,9788954655972,A03810,816.62,"문학 > 한국문학 > 일기, 서간, 기행",1736.0,57722,12150,216.0,208.0,8.6,40.0,40.0,0.8,10.8,38.1,한국에세이,상위권,단행본, 한국문학 ," 일기, 서간, 기행","여행의 이유 :김영하 산문,9788954655972","[""여정"", ""성찰"", ""일상"", ""관계"", ""사색""]"
104,104,작별인사 :김영하 장편소설,지은이: 김영하,복복서가,2022,9791191114225,A03810,813.62,문학 > 한국문학 > 소설,1734.0,27328,12600,308.0,91.0,8.5,40.0,40.0,0.8,9.6,28.4,한국소설,상위권,단행본, 한국문학 , 소설,"작별인사 :김영하 장편소설,9791191114225","[""성장"", ""이별"", ""인생"", ""관계"", ""청춘""]"
105,105,두고 온 여름 :성해나 소설,지은이: 성해나,창비,2023,9788936439002,A03810,813.7,문학 > 한국문학 > 소설,1731.0,30759,12600,172.0,35.0,9.1,40.0,30.0,0.8,8.4,36.5,한국소설,상위권,단행본, 한국문학 , 소설,"두고 온 여름 :성해나 소설,9788936439002","[""성장"", ""청춘"", ""우정"", ""추억"", ""사랑""]"
106,106,언러키 스타트업 :정지음 시트콤소설,지은이: 정지음,민음사,2022,9788937427343,A03810,813.7,문학 > 한국문학 > 소설,1721.0,2896,13500,264.0,8.0,9.6,30.0,30.0,0.9,7.0,63.0,한국소설,상위권,단행본, 한국문학 , 소설,"언러키 스타트업 :정지음 시트콤소설,9788937427343","[""시트콤"", ""성장"", ""청춘"", ""관계"", ""코미디""]"
107,107,나의 돈키호테 :김호연 장편소설,지은이: 김호연,나무옆의자,2024,9791161571768,A03810,813.7,문학 > 한국문학 > 소설,1712.0,19024,16200,424.0,111.0,9.5,40.0,50.0,0.7,6.8,13.2,한국소설,상위권,단행본, 한국문학 , 소설,"나의 돈키호테 :김호연 장편소설,9791161571768","[""청춘"", ""성장"", ""모험"", ""계급""]"
108,108,가면산장 살인사건,지은이: 히가시노 게이고 ;옮긴이: 김난주,재인,2014,9788990982575,A03830,833.6,문학 > 일본문학 > 소설,1707.0,18806,15120,336.0,87.0,8.1,20.0,20.0,0.7,17.9,39.9,추리/미스터리소설,상위권,단행본, 일본문학 , 소설,"가면산장 살인사건,9788990982575","[""추리"", ""미스터리"", ""산장"", ""범인"", ""밀실""]"
110,110,스노볼 드라이브 :조예은 장편소설,지은이: 조예은,민음사,2021,9788937473319,A04810,813.7,문학 > 한국문학 > 소설,2214.0,6631,12600,236.0,29.0,8.5,20.0,20.0,0.9,7.0,64.5,한국소설,상위권,단행본, 한국문학 , 소설,"스노볼 드라이브 :조예은 장편소설,9788937473319","[""성장"", ""사랑"", ""관계"", ""청춘""]"
111,111,참을 수 없는 존재의 가벼움,지은이: 밀란 쿤데라 ;옮긴이: 이재룡,민음사,2018,9788937437564,A03860,892.96,문학 > 기타 제문학 > 인도-유럽계문학,1166.3333333333333,62809,15300,520.0,45.0,8.6,30.0,20.0,0.7,18.8,36.8,세계의 소설,상위권,단행본, 기타 제문학 , 인도-유럽계문학,"참을 수 없는 존재의 가벼움,9788937437564","[""실존주의"", ""사랑"", ""철학"", ""관계"", ""삶""]"
113,113,하늘 100층짜리 집,글·그림: 이와이 도시오 ;옮김: 김숙,북뱅크,2017,9788966350759,A74830,833.6,문학 > 일본문학 > 소설,2112.0,14311,10800,32.0,29.0,9.6,30.0,40.0,0.9,4.4,46.7,그림책,상위권,단행본, 일본문학 , 소설,"하늘 100층짜리 집,9788966350759","[""판타지"", ""모험"", ""성장"", ""상상"", ""동심""]"
114,114,흔한남매,원작: 흔한남매 ;그림: 유난희,미래엔,2019,9791164131686,A77810,810.0,문학 > 한국문학 > 한국문학,1385.111111111111,19311,9900,164.0,23.0,9.8,40.0,40.0,0.8,3.7,25.3,TV/만화/영화,상위권,시리즈, 한국문학 , 한국문학,"흔한남매,9791164131686","[""코믹"", ""일상"", ""우정"", ""성장"", ""모험""]"
115,115,구의 증명,최진영 지음,은행나무,2023,9791167372864,A03810,813.7,문학 > 한국문학 > 소설,1652.0,59447,10800,192.0,30.0,7.5,20.0,20.0,0.8,14.5,36.4,한국소설,상위권,단행본, 한국문학 , 소설,"구의 증명,9791167372864","[""비극"", ""복수"", ""가족"", ""정의""]"
116,116,어린이라는 세계 :김소영 에세이,지은이: 김소영,사계절출판사,2020,9791160946918,A03810,818.0,문학 > 한국문학 > 르포르타주 및 기타,1641.0,41062,13500,260.0,108.0,9.4,30.0,40.0,0.9,5.3,48.9,한국에세이,상위권,단행본, 한국문학 , 르포르타주 및 기타,"어린이라는 세계 :김소영 에세이,9791160946918","[""성장"", ""어른"", ""관계"", ""자아""]"
117,117,이상한 집,우케쓰 지음 ;김은모 옮김,디앤씨미디어,2022,9791197708572,A03830,833.6,문학 > 일본문학 > 소설,1630.0,7501,13500,248.0,39.0,8.3,40.0,20.0,0.6,20.3,31.7,호러.공포소설,상위권,단행본, 일본문학 , 소설,"이상한 집,9791197708572","[""기담"", ""공포"", ""미스터리"", ""초자연"", ""저택""]"
